Country/Region,Month,Year,Daily_Positive_Cases
United Arab Emirates,12,2020,1256.84
United Arab Emirates,1,2021,3089.9
United Arab Emirates,2,2021,3139.82
United Arab Emirates,3,2021,2255.48
United Arab Emirates,4,2021,1959.73
United Arab Emirates,5,2021,1632.26
United Arab Emirates,6,2021,2069.03
United Arab Emirates,7,2021,1546.81
United Arab Emirates,8,2021,1210.06
United Arab Emirates,9,2021,587.4
United Arab Emirates,10,2021,126.23
United Arab Emirates,11,2021,71.2
United Arab Emirates,12,2021,641.81
United Arab Emirates,1,2022,2681.32
United Arab Emirates,2,2022,1246.96
United Arab Emirates,3,2022,365.39
United Arab Emirates,4,2022,242.37
United Arab Emirates,5,2022,310.77
United Arab Emirates,6,2022,1253.17
United Arab Emirates,7,2022,1476.26
United Arab Emirates,8,2022,768.84
United Arab Emirates,9,2022,403.47
United Arab Emirates,10,2022,326.9
United Arab Emirates,11,2022,223.57
United Arab Emirates,12,2022,85.97
United Arab Emirates,1,2023,77.45
United Arab Emirates,2,2023,92.46
United Arab Emirates,3,2023,135.0
United Kingdom,1,2020,0.2
United Kingdom,2,2020,2.03
United Kingdom,3,2020,1249.29
United Kingdom,4,2020,4665.9
United Kingdom,5,2020,2540.97
United Kingdom,6,2020,922.6
United Kingdom,7,2020,631.48
United Kingdom,8,2020,1073.77
United Kingdom,9,2020,3925.67
United Kingdom,10,2020,18030.35
United Kingdom,11,2020,20629.7
United Kingdom,12,2020,27822.84
United Kingdom,1,2021,42965.94
United Kingdom,2,2021,12881.86
United Kingdom,3,2021,5521.16
United Kingdom,4,2021,2409.13
United Kingdom,5,2021,2289.55
United Kingdom,6,2021,10467.2
United Kingdom,7,2021,34392.45
United Kingdom,8,2021,30255.06
United Kingdom,9,2021,34084.57
United Kingdom,10,2021,40538.0
United Kingdom,11,2021,39497.0
United Kingdom,12,2021,87916.45
United Kingdom,1,2022,142580.74
United Kingdom,2,2022,56793.57
United Kingdom,3,2022,73828.81
United Kingdom,4,2022,30140.1
United Kingdom,5,2022,8807.26
United Kingdom,6,2022,14396.9
United Kingdom,7,2022,19257.68
United Kingdom,8,2022,7165.26
United Kingdom,9,2022,5178.2
United Kingdom,10,2022,7405.19
United Kingdom,11,2022,3404.67
United Kingdom,12,2022,4536.32
United Kingdom,1,2023,4568.06
United Kingdom,2,2023,3431.25
United Kingdom,3,2023,6148.0
Uruguay,1,2020,0.0
Uruguay,2,2020,0.0
Uruguay,3,2020,10.9
Uruguay,4,2020,10.17
Uruguay,5,2020,5.81
Uruguay,6,2020,3.77
Uruguay,7,2020,10.58
Uruguay,8,2020,10.68
Uruguay,9,2020,15.03
Uruguay,10,2020,34.77
Uruguay,11,2020,91.1
Uruguay,12,2020,427.81
Uruguay,1,2021,729.65
Uruguay,2,2021,580.57
Uruguay,3,2021,1534.03
Uruguay,4,2021,3095.97
Uruguay,5,2021,3099.19
Uruguay,6,2021,2494.9
Uruguay,7,2021,392.48
Uruguay,8,2021,110.23
Uruguay,9,2021,133.13
Uruguay,10,2021,160.35
Uruguay,11,2021,193.2
Uruguay,12,2021,441.55
Uruguay,1,2022,8227.16
Uruguay,2,2022,6215.61
Uruguay,3,2022,1466.87
Uruguay,4,2022,331.07
Uruguay,5,2022,900.32
Uruguay,6,2022,1061.73
Uruguay,7,2022,392.71
Uruguay,8,2022,301.84
Uruguay,9,2022,208.73
Uruguay,10,2022,165.74
Uruguay,11,2022,110.5
Uruguay,12,2022,584.29
Uruguay,1,2023,668.45
Uruguay,2,2023,56.89
Uruguay,3,2023,0.0
Uzbekistan,1,2020,0.0
Uzbekistan,2,2020,0.0
Uzbekistan,3,2020,5.55
Uzbekistan,4,2020,62.23
Uzbekistan,5,2020,51.1
Uzbekistan,6,2020,162.67
Uzbekistan,7,2020,500.19
Uzbekistan,8,2020,576.9
Uzbekistan,9,2020,494.13
Uzbekistan,10,2020,329.52
Uzbekistan,11,2020,205.4
Uzbekistan,12,2020,127.94
Uzbekistan,1,2021,53.26
Uzbekistan,2,2021,43.39
Uzbekistan,3,2021,94.94
Uzbekistan,4,2021,264.63
Uzbekistan,5,2021,307.32
Uzbekistan,6,2021,344.73
Uzbekistan,7,2021,601.61
Uzbekistan,8,2021,873.13
Uzbekistan,9,2021,583.37
Uzbekistan,10,2021,389.29
Uzbekistan,11,2021,241.5
Uzbekistan,12,2021,183.71
Uzbekistan,1,2022,777.58
Uzbekistan,2,2022,478.46
Uzbekistan,3,2022,43.35
Uzbekistan,4,2022,28.23
Uzbekistan,5,2022,13.94
Uzbekistan,6,2022,57.87
Uzbekistan,7,2022,75.13
Uzbekistan,8,2022,22.84
Uzbekistan,9,2022,13.9
Uzbekistan,10,2022,13.87
Uzbekistan,11,2022,62.4
Uzbekistan,12,2022,87.0
Uzbekistan,1,2023,43.55
Uzbekistan,2,2023,13.04
Uzbekistan,3,2023,35.0
Vanuatu,1,2020,0.0
Vanuatu,2,2020,0.0
Vanuatu,3,2020,0.0
Vanuatu,4,2020,0.0
Vanuatu,5,2020,0.0
Vanuatu,6,2020,0.0
Vanuatu,7,2020,0.0
Vanuatu,8,2020,0.0
Vanuatu,9,2020,0.0
Vanuatu,10,2020,0.0
Vanuatu,11,2020,0.03
Vanuatu,12,2020,0.0
Vanuatu,1,2021,0.0
Vanuatu,2,2021,0.0
Vanuatu,3,2021,0.06
Vanuatu,4,2021,0.03
Vanuatu,5,2021,0.0
Vanuatu,6,2021,0.0
Vanuatu,7,2021,0.0
Vanuatu,8,2021,0.0
Vanuatu,9,2021,0.0
Vanuatu,10,2021,0.06
Vanuatu,11,2021,0.0
Vanuatu,12,2021,0.03
Vanuatu,1,2022,0.0
Vanuatu,2,2022,0.39
Vanuatu,3,2022,108.42
Vanuatu,4,2022,131.7
Vanuatu,5,2022,56.71
Vanuatu,6,2022,72.6
Vanuatu,7,2022,14.97
Vanuatu,8,2022,2.74
Vanuatu,9,2022,4.5
Vanuatu,10,2022,1.0
Vanuatu,11,2022,0.0
Vanuatu,12,2022,1.03
Vanuatu,1,2023,0.03
Vanuatu,2,2023,0.0
Vanuatu,3,2023,0.0
Venezuela,1,2020,0.0
Venezuela,2,2020,0.0
Venezuela,3,2020,4.35
Venezuela,4,2020,6.6
Venezuela,5,2020,37.97
Venezuela,6,2020,144.07
Venezuela,7,2020,411.03
Venezuela,8,2020,908.19
Venezuela,9,2020,946.47
Venezuela,10,2020,544.87
Venezuela,11,2020,346.03
Venezuela,12,2020,360.13
Venezuela,1,2021,431.26
Venezuela,2,2021,435.32
Venezuela,3,2021,689.71
Venezuela,4,2021,1239.53
Venezuela,5,2021,1176.84
Venezuela,6,2021,1284.9
Venezuela,7,2021,1066.26
Venezuela,8,2021,921.84
Venezuela,9,2021,1154.17
Venezuela,10,2021,1231.71
Venezuela,11,2021,804.83
Venezuela,12,2021,430.29
Venezuela,1,2022,1333.52
Venezuela,2,2022,1041.07
Venezuela,3,2022,169.32
Venezuela,4,2022,65.07
Venezuela,5,2022,42.87
Venezuela,6,2022,78.93
Venezuela,7,2022,316.58
Venezuela,8,2022,215.23
Venezuela,9,2022,76.5
Venezuela,10,2022,35.35
Venezuela,11,2022,49.9
Venezuela,12,2022,100.84
Venezuela,1,2023,34.35
Venezuela,2,2023,14.07
Venezuela,3,2023,20.11
Vietnam,1,2020,0.2
Vietnam,2,2020,0.48
Vietnam,3,2020,6.32
Vietnam,4,2020,1.93
Vietnam,5,2020,1.87
Vietnam,6,2020,0.9
Vietnam,7,2020,6.55
Vietnam,8,2020,15.68
Vietnam,9,2020,1.67
Vietnam,10,2020,2.77
Vietnam,11,2020,5.57
Vietnam,12,2020,3.81
Vietnam,1,2021,11.35
Vietnam,2,2021,22.54
Vietnam,3,2021,5.0
Vietnam,4,2021,10.83
Vietnam,5,2021,145.29
Vietnam,6,2021,320.67
Vietnam,7,2021,4290.58
Vietnam,8,2021,10065.68
Vietnam,9,2021,10955.3
Vietnam,10,2021,4205.39
Vietnam,11,2021,10565.33
Vietnam,12,2021,15908.87
Vietnam,1,2022,17563.55
Vietnam,2,2022,41705.64
Vietnam,3,2022,197455.61
Vietnam,4,2022,36173.33
Vietnam,5,2022,2244.19
Vietnam,6,2022,903.03
Vietnam,7,2022,1069.74
Vietnam,8,2022,20388.61
Vietnam,9,2022,2255.9
Vietnam,10,2022,759.0
Vietnam,11,2022,434.1
Vietnam,12,2022,300.74
Vietnam,1,2023,40.84
Vietnam,2,2023,15.0
Vietnam,3,2023,8.56
West Bank and Gaza,1,2020,0.0
West Bank and Gaza,2,2020,0.0
West Bank and Gaza,3,2020,3.84
West Bank and Gaza,4,2020,7.5
West Bank and Gaza,5,2020,3.35
West Bank and Gaza,6,2020,66.0
West Bank and Gaza,7,2020,303.52
West Bank and Gaza,8,2020,351.35
West Bank and Gaza,9,2020,572.33
West Bank and Gaza,10,2020,439.39
West Bank and Gaza,11,2020,1070.9
West Bank and Gaza,12,2020,1688.94
West Bank and Gaza,1,2021,676.06
West Bank and Gaza,2,2021,880.36
West Bank and Gaza,3,2021,1894.87
West Bank and Gaza,4,2021,1803.63
West Bank and Gaza,5,2021,383.48
West Bank and Gaza,6,2021,193.9
West Bank and Gaza,7,2021,82.94
West Bank and Gaza,8,2021,824.0
West Bank and Gaza,9,2021,2047.8
West Bank and Gaza,10,2021,1589.71
West Bank and Gaza,11,2021,235.2
West Bank and Gaza,12,2021,312.74
West Bank and Gaza,1,2022,1773.16
West Bank and Gaza,2,2022,4329.68
West Bank and Gaza,3,2022,316.23
West Bank and Gaza,4,2022,43.67
West Bank and Gaza,5,2022,20.81
West Bank and Gaza,6,2022,71.6
West Bank and Gaza,7,2022,717.52
West Bank and Gaza,8,2022,652.77
West Bank and Gaza,9,2022,14.53
West Bank and Gaza,10,2022,8.65
West Bank and Gaza,11,2022,0.0
West Bank and Gaza,12,2022,6.19
West Bank and Gaza,1,2023,0.0
West Bank and Gaza,2,2023,0.0
West Bank and Gaza,3,2023,0.0
Winter Olympics 2022,1,2020,0.0
Winter Olympics 2022,2,2020,0.0
Winter Olympics 2022,3,2020,0.0
Winter Olympics 2022,4,2020,0.0
Winter Olympics 2022,5,2020,0.0
Winter Olympics 2022,6,2020,0.0
Winter Olympics 2022,7,2020,0.0
Winter Olympics 2022,8,2020,0.0
Winter Olympics 2022,9,2020,0.0
Winter Olympics 2022,10,2020,0.0
Winter Olympics 2022,11,2020,0.0
Winter Olympics 2022,12,2020,0.0
Winter Olympics 2022,1,2021,0.0
Winter Olympics 2022,2,2021,0.0
Winter Olympics 2022,3,2021,0.0
Winter Olympics 2022,4,2021,0.0
Winter Olympics 2022,5,2021,0.0
Winter Olympics 2022,6,2021,0.0
Winter Olympics 2022,7,2021,0.0
Winter Olympics 2022,8,2021,0.0
Winter Olympics 2022,9,2021,0.0
Winter Olympics 2022,10,2021,0.0
Winter Olympics 2022,11,2021,0.0
Winter Olympics 2022,12,2021,0.0
Winter Olympics 2022,1,2022,8.0
Winter Olympics 2022,2,2022,9.75
Winter Olympics 2022,3,2022,0.45
Winter Olympics 2022,4,2022,0.0
Winter Olympics 2022,5,2022,0.0
Winter Olympics 2022,6,2022,0.0
Winter Olympics 2022,7,2022,0.0
Winter Olympics 2022,8,2022,0.0
Winter Olympics 2022,9,2022,0.0
Winter Olympics 2022,10,2022,0.0
Winter Olympics 2022,11,2022,0.0
Winter Olympics 2022,12,2022,0.0
Winter Olympics 2022,1,2023,0.0
Winter Olympics 2022,2,2023,0.0
Winter Olympics 2022,3,2023,0.0
Yemen,1,2020,0.0
Yemen,2,2020,0.0
Yemen,3,2020,0.0
Yemen,4,2020,0.2
Yemen,5,2020,10.23
Yemen,6,2020,27.83
Yemen,7,2020,18.39
Yemen,8,2020,7.42
Yemen,9,2020,2.53
Yemen,10,2020,0.94
Yemen,11,2020,0.47
Yemen,12,2020,0.71
Yemen,1,2021,0.71
Yemen,2,2021,5.86
Yemen,3,2021,66.84
Yemen,4,2021,65.33
Yemen,5,2021,13.71
Yemen,6,2021,5.93
Yemen,7,2021,4.55
Yemen,8,2021,26.06
Yemen,9,2021,39.93
Yemen,10,2021,23.35
Yemen,11,2021,7.1
Yemen,12,2021,3.94
Yemen,1,2022,28.81
Yemen,2,2022,26.86
Yemen,3,2022,1.13
Yemen,4,2022,0.4
Yemen,5,2022,0.13
Yemen,6,2022,0.07
Yemen,7,2022,1.71
Yemen,8,2022,1.58
Yemen,9,2022,0.3
Yemen,10,2022,0.13
Yemen,11,2022,0.2
Yemen,12,2022,0.0
Yemen,1,2023,0.0
Yemen,2,2023,0.0
Yemen,3,2023,0.0
Zambia,1,2020,0.0
Zambia,2,2020,0.0
Zambia,3,2020,1.13
Zambia,4,2020,2.37
Zambia,5,2020,30.68
Zambia,6,2020,17.9
Zambia,7,2020,140.94
Zambia,8,2020,197.87
Zambia,9,2020,88.73
Zambia,10,2020,53.97
Zambia,11,2020,40.5
Zambia,12,2020,99.29
Zambia,1,2021,1080.39
Zambia,2,2021,868.46
Zambia,3,2021,318.84
Zambia,4,2021,105.6
Zambia,5,2021,118.61
Zambia,6,2021,1989.5
Zambia,7,2021,1318.32
Zambia,8,2021,339.06
Zambia,9,2021,90.63
Zambia,10,2021,22.19
Zambia,11,2021,14.5
Zambia,12,2021,1422.74
Zambia,1,2022,1637.84
Zambia,2,2022,275.11
Zambia,3,2022,132.26
Zambia,4,2022,91.47
Zambia,5,2022,70.48
Zambia,6,2022,135.93
Zambia,7,2022,116.97
Zambia,8,2022,107.71
Zambia,9,2022,23.63
Zambia,10,2022,4.84
Zambia,11,2022,2.17
Zambia,12,2022,21.9
Zambia,1,2023,204.45
Zambia,2,2023,80.32
Zambia,3,2023,13.67
Zimbabwe,1,2020,0.0
Zimbabwe,2,2020,0.0
Zimbabwe,3,2020,0.26
Zimbabwe,4,2020,1.07
Zimbabwe,5,2020,4.45
Zimbabwe,6,2020,13.77
Zimbabwe,7,2020,83.16
Zimbabwe,8,2020,107.35
Zimbabwe,9,2020,44.7
Zimbabwe,10,2020,17.06
Zimbabwe,11,2020,52.77
Zimbabwe,12,2020,126.35
Zimbabwe,1,2021,629.71
Zimbabwe,2,2021,96.46
Zimbabwe,3,2021,25.58
Zimbabwe,4,2021,45.83
Zimbabwe,5,2021,22.71
Zimbabwe,6,2021,363.43
Zimbabwe,7,2021,1903.1
Zimbabwe,8,2021,513.32
Zimbabwe,9,2021,201.57
Zimbabwe,10,2021,69.58
Zimbabwe,11,2021,54.93
Zimbabwe,12,2021,2536.55
Zimbabwe,1,2022,529.29
Zimbabwe,2,2022,239.79
Zimbabwe,3,2022,319.55
Zimbabwe,4,2022,52.97
Zimbabwe,5,2022,145.9
Zimbabwe,6,2022,106.27
Zimbabwe,7,2022,25.55
Zimbabwe,8,2022,11.23
Zimbabwe,9,2022,24.63
Zimbabwe,10,2022,13.81
Zimbabwe,11,2022,42.37
Zimbabwe,12,2022,26.35
Zimbabwe,1,2023,52.42
Zimbabwe,2,2023,82.68
Zimbabwe,3,2023,39.44
